,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,QUALITY,type,rangeofquality
249,3.47,3.27,1.39,4.0,1.06,0.56,2.6,1.86,4.19,1.97,1.88,5,0,Poor
250,4.63,1.73,2.23,2.5,1.1,0.14,0.16,2.1,3.88,2.25,1.74,5,0,Poor
251,2.31,4.1,0.0,2.3000000000000003,1.1,0.38,1.15,1.87,5.97,2.53,1.74,5,0,Poor
252,3.22,2.2,4.58,1.7999999999999998,10.0,0.24,0.9,1.87,2.64,5.84,2.03,5,0,Poor
253,5.12,1.53,2.83,3.1,1.26,0.45,0.62,2.42,4.96,3.26,3.62,7,0,Average
254,3.39,1.67,1.39,1.7000000000000002,1.13,0.59,0.9,1.76,4.42,2.42,1.88,5,0,Poor
255,2.64,5.97,0.24,2.1,1.3,0.38,1.41,1.65,4.88,2.13,2.03,4,0,Poor
256,3.47,2.93,0.18,1.7000000000000002,1.01,0.31,0.67,1.67,4.81,1.97,2.9,5,0,Poor
257,3.39,1.93,1.39,1.7999999999999998,1.13,0.76,0.99,1.77,4.34,2.53,1.88,5,0,Poor
258,7.19,3.2,2.95,2.8000000000000003,0.91,0.14,0.48,2.47,2.79,3.65,4.2,5,0,Poor
259,6.61,1.2,3.13,1.7999999999999998,1.03,0.17,0.09,1.87,3.72,2.81,3.19,7,0,Average
260,3.55,5.27,0.0,4.1,1.45,0.87,1.27,2.53,6.82,2.81,2.61,4,0,Poor
261,3.39,1.8,2.77,4.6000000000000005,1.15,0.49,0.71,1.96,4.88,3.6,6.96,8,0,Good
262,2.56,3.07,0.24,3.7,1.13,0.21,0.48,2.23,7.52,3.88,2.03,6,0,Average
263,6.36,0.67,3.07,5.2,1.58,0.1,0.39,2.41,4.34,4.21,3.04,6,0,Average
264,3.39,3.1,0.36,5.2,1.3,0.9,1.27,1.81,4.96,2.53,3.91,6,0,Average
265,6.36,0.67,3.07,5.2,1.58,0.1,0.39,2.41,4.34,4.21,3.04,6,0,Average
266,5.87,1.93,3.49,5.2,1.03,0.56,1.36,2.36,3.88,3.15,3.04,5,0,Poor
267,3.8,4.23,1.2,2.8000000000000003,1.11,0.31,0.74,1.97,4.57,2.36,2.03,5,0,Poor
268,3.06,3.8,1.08,9.8,1.31,0.9,2.03,2.32,5.12,3.09,2.03,5,0,Poor
269,3.39,3.1,0.36,5.2,1.3,0.9,1.27,1.81,4.96,2.53,3.91,6,0,Average
270,2.56,3.07,0.24,3.7,1.13,0.21,0.48,2.23,7.52,3.88,2.03,6,0,Average
271,6.36,0.67,3.07,5.2,1.58,0.1,0.39,2.41,4.34,4.21,3.04,6,0,Average
272,5.37,1.6,2.71,8.9,1.06,0.14,0.16,2.02,3.95,3.37,6.67,8,0,Good
273,4.21,2.13,1.93,7.7,1.3,0.31,0.94,2.31,5.12,3.09,3.62,7,0,Average
274,6.28,1.2,2.65,4.6000000000000005,1.03,0.17,0.3,2.22,3.1,3.37,1.88,6,0,Average
275,3.22,1.27,4.1,4.4,5.8,0.14,0.09,1.95,4.11,4.83,2.75,7,0,Average
276,3.14,2.93,0.72,3.7,0.96,0.38,1.08,1.93,4.96,1.97,1.59,5,0,Poor
277,4.21,2.13,1.93,7.7,1.3,0.31,0.94,2.31,5.12,3.09,3.62,7,0,Average
278,5.04,3.4,0.42,4.3,1.54,1.08,1.5,2.51,4.57,2.75,2.61,5,0,Poor
279,5.04,3.4,0.42,4.3,1.54,1.08,1.5,2.51,4.57,2.75,2.61,5,0,Poor
280,6.78,2.47,3.31,2.1,1.06,0.83,0.99,2.43,2.95,3.03,3.33,6,0,Average
281,3.06,2.13,0.72,3.7,1.38,0.97,1.08,1.85,5.04,2.7,3.33,6,0,Average
282,4.05,2.93,0.54,2.9,1.36,0.66,0.99,2.02,4.81,3.6,3.77,7,0,Average
283,6.45,2.27,3.19,4.1,1.59,1.11,2.12,2.68,3.72,4.1,1.74,5,0,Poor
284,4.05,2.93,0.54,2.9,1.36,0.66,0.99,2.02,4.81,3.6,3.77,7,0,Average
285,5.95,0.8,2.89,2.1,5.55,0.17,0.28,2.08,4.5,2.75,3.62,5,0,Poor
286,5.45,3.13,1.39,3.2,1.36,0.59,0.97,2.37,3.88,2.36,3.33,6,0,Average
287,2.56,1.87,1.51,2.8000000000000003,1.48,0.14,0.23,1.79,5.35,2.13,3.04,6,0,Average
288,7.85,1.73,3.13,4.0,1.41,0.56,1.08,2.75,2.56,3.31,2.17,6,0,Average
289,5.79,2.8,2.77,2.9,1.06,0.14,0.48,2.5,2.56,2.36,2.17,5,0,Poor
290,5.62,5.0,2.23,3.1,1.28,0.87,1.47,2.12,3.41,1.69,2.75,5,0,Poor
291,2.73,3.67,0.36,2.1,1.23,0.24,0.53,2.21,7.36,2.87,2.32,5,0,Poor
292,2.81,3.8,0.12,2.6,1.41,0.14,0.58,2.35,7.36,3.26,2.46,5,0,Poor
293,2.56,3.93,0.36,2.3000000000000003,1.18,0.24,0.62,2.19,7.44,2.75,2.32,5,0,Poor
294,3.06,3.0,0.36,3.1,1.28,0.66,0.88,1.81,5.12,2.08,3.91,6,0,Average
295,6.03,0.67,2.89,1.4000000000000001,0.98,0.21,0.21,1.96,3.88,2.36,3.04,6,0,Average
296,3.72,4.17,0.72,3.1,1.38,0.38,0.51,2.37,6.12,2.81,2.9,5,0,Poor
297,2.98,3.93,0.72,1.5,2.94,0.14,0.35,1.71,5.19,1.8,2.17,5,0,Poor
298,3.8,3.8,3.61,2.3000000000000003,1.71,0.38,1.94,1.96,3.72,1.69,1.74,5,0,Poor
299,5.37,3.0,2.89,2.9,0.9,0.17,0.44,2.45,3.1,2.08,1.88,6,0,Average
300,3.14,3.6,1.93,2.5,1.21,0.21,1.11,1.83,4.96,1.69,2.03,5,0,Poor
301,5.37,2.2,2.53,2.8000000000000003,3.39,0.17,0.18,2.37,3.64,2.25,2.17,6,0,Average
302,5.37,2.33,2.65,2.8000000000000003,3.41,0.14,0.14,2.37,3.64,2.3,2.17,6,0,Average
303,2.98,1.4,2.29,1.7000000000000002,0.88,0.28,0.55,1.87,5.35,1.74,2.17,6,0,Average
304,5.37,3.0,2.89,2.9,0.9,0.17,0.44,2.45,3.1,2.08,1.88,6,0,Average
305,3.39,3.0,1.45,2.1,1.05,0.49,2.28,1.71,4.26,1.8,2.03,6,0,Average
306,4.3,2.53,1.87,3.4000000000000004,1.4,0.62,2.12,2.13,4.65,2.3,2.17,6,0,Average
307,3.97,2.6,1.81,3.7,1.11,1.01,2.97,2.02,4.5,1.74,2.03,5,0,Poor
308,2.98,1.87,1.75,3.1,1.3,0.87,1.52,1.8,5.19,2.58,4.35,5,0,Poor
309,2.73,1.8,1.75,2.9,1.45,0.66,1.08,1.75,5.43,2.42,4.35,6,0,Average
310,4.79,3.2,1.39,4.3,1.54,1.25,1.98,2.41,4.5,2.42,3.04,5,0,Poor
311,4.79,4.6,0.72,3.5,1.21,1.01,1.57,2.22,4.5,2.36,3.48,6,0,Average
312,4.96,3.87,2.35,4.0,1.23,0.69,1.22,2.27,5.04,2.75,5.07,7,0,Average
313,4.79,4.6,0.72,3.5,1.21,1.01,1.57,2.22,4.5,2.36,3.48,6,0,Average
314,4.96,3.87,2.35,4.0,1.23,0.69,1.22,2.27,5.04,2.75,5.07,7,0,Average
315,4.55,3.53,1.57,4.3,1.35,0.83,1.87,2.44,4.03,2.25,2.46,5,0,Poor
316,3.31,3.6,0.3,2.6,1.16,0.17,0.28,1.97,4.42,2.3,1.88,5,0,Poor
317,5.37,3.4,2.53,3.4000000000000004,1.35,1.18,1.54,2.29,4.34,2.7,2.17,6,0,Average
318,5.12,2.73,1.2,16.0,1.03,0.42,1.01,2.77,3.41,2.64,1.74,6,0,Average
319,5.12,2.73,1.2,16.0,1.03,0.42,1.01,2.77,3.41,2.64,1.74,6,0,Average
320,6.45,3.0,3.98,4.699999999999999,1.86,0.17,0.18,2.06,2.56,2.92,5.07,7,0,Average
321,5.37,2.4,3.01,6.0,1.63,0.14,0.16,2.1,4.34,3.43,5.07,5,0,Poor
322,7.93,1.27,3.73,3.1,1.21,0.17,0.35,2.52,3.41,2.53,2.46,6,0,Average
323,5.7,2.53,2.35,2.1,0.86,0.21,0.21,2.12,3.57,2.25,2.17,5,0,Poor
324,5.29,1.87,3.86,3.5,1.88,0.31,0.81,2.1,3.95,2.47,6.52,6,0,Average
325,5.29,1.87,3.86,3.5,1.88,0.31,0.81,2.1,3.95,2.47,6.52,6,0,Average
326,3.47,3.33,1.69,4.0,0.95,0.69,2.49,1.96,3.88,1.8,2.03,6,0,Average
327,3.8,3.2,0.48,2.3000000000000003,1.59,0.52,0.88,1.68,3.18,1.69,4.35,5,0,Poor
328,3.39,3.8,0.06,2.9,1.15,0.56,0.74,1.77,4.81,2.92,5.36,7,0,Average
329,6.69,4.1,3.19,4.3,1.98,0.21,0.35,2.33,3.49,3.48,6.09,7,0,Average
330,4.21,2.33,2.71,2.0,0.71,0.17,0.23,1.48,4.88,2.7,6.52,6,0,Average
331,3.31,2.33,1.93,3.4000000000000004,1.18,0.97,1.2,1.98,4.57,2.36,3.33,5,0,Poor
332,7.11,2.73,3.49,3.7,1.56,0.94,2.14,2.64,3.41,4.38,5.07,6,0,Average
333,7.19,1.33,3.25,2.6,1.21,0.38,0.53,2.43,3.02,6.4,2.61,7,0,Average
334,6.94,1.73,3.01,2.8000000000000003,0.95,0.31,0.35,2.49,3.1,5.39,1.74,6,0,Average
335,5.62,2.27,2.89,3.2,0.93,0.14,0.28,1.95,3.8,3.65,4.78,6,0,Average
336,5.87,2.07,2.83,1.7999999999999998,1.81,0.17,0.18,2.14,4.5,2.98,2.61,6,0,Average
337,5.87,2.07,2.83,1.7999999999999998,1.81,0.17,0.18,2.14,4.5,2.98,2.61,6,0,Average
338,6.69,3.27,3.01,3.1,1.21,0.17,0.6,2.6,3.1,3.15,3.91,6,0,Average
339,2.64,4.03,0.0,2.0,0.96,1.35,1.31,2.08,6.82,3.31,2.75,5,0,Poor
340,2.31,4.9,0.12,3.2,1.05,0.56,0.65,1.62,6.67,3.76,6.23,7,0,Average
341,8.26,2.73,4.04,3.7,1.4,0.17,0.21,2.22,2.33,3.99,5.8,6,0,Average
342,4.79,3.2,1.87,3.4000000000000004,1.33,0.49,0.92,2.08,3.02,3.93,2.9,6,0,Average
343,4.38,4.7,0.0,3.1,1.4,0.35,0.51,2.37,4.96,3.6,2.03,6,0,Average
344,5.7,3.93,1.33,3.2,1.63,0.56,0.65,2.56,4.34,4.27,2.75,6,0,Average
345,4.38,4.77,0.0,3.1,1.45,0.35,0.46,2.37,4.88,3.43,2.03,6,0,Average
346,3.22,3.9,0.0,2.8000000000000003,1.35,0.24,0.3,1.98,4.26,2.87,1.88,5,0,Poor
347,8.02,3.0,4.76,6.4,1.84,0.76,1.64,2.83,3.57,3.09,7.25,5,0,Poor
348,1.9,0.87,2.41,1.2,0.95,1.37,3.66,0.79,4.11,2.08,5.65,6,0,Average
349,2.4,4.47,0.06,2.8000000000000003,1.15,0.56,0.6,1.62,6.43,2.19,6.96,6,0,Average
350,6.36,2.2,3.13,3.7,1.18,0.97,1.13,2.5,4.19,3.71,4.35,5,0,Poor
351,5.54,2.27,3.98,3.5999999999999996,1.78,0.38,0.53,1.91,4.03,2.98,5.36,7,0,Average
352,6.69,2.33,3.98,3.8,1.66,0.31,0.39,2.49,3.33,3.54,3.48,7,0,Average
353,7.27,2.0,3.98,3.1,1.31,0.31,0.81,2.68,3.49,2.58,2.61,6,0,Average
354,3.64,4.13,1.39,2.1,1.5,0.45,1.73,1.96,3.64,2.7,2.03,5,0,Poor
355,3.97,2.47,1.87,3.1,1.28,0.69,1.01,2.14,5.04,3.88,2.75,6,0,Average
356,6.69,3.33,3.98,2.9,1.05,0.17,0.71,2.33,2.56,1.91,2.9,5,0,Poor
357,7.19,2.53,3.8,2.1,1.03,0.17,0.21,2.25,2.09,3.65,3.19,5,0,Poor
358,7.44,3.57,3.98,8.0,1.23,0.21,0.83,2.91,2.71,2.87,2.9,7,0,Average
359,5.12,2.27,3.01,4.3,1.63,0.21,0.35,2.08,4.19,3.99,5.51,6,0,Average
360,7.44,3.57,3.98,8.0,1.23,0.21,0.83,2.91,2.71,2.87,2.9,7,0,Average
361,5.45,3.3,3.67,3.1,1.11,0.35,0.41,2.49,3.41,2.64,1.45,5,0,Poor
362,5.37,1.73,3.13,3.4000000000000004,2.49,0.49,1.59,2.45,3.57,2.36,2.03,5,0,Poor
363,4.63,1.27,3.19,2.8000000000000003,1.08,0.17,0.28,1.75,3.72,5.11,5.8,7,0,Average
364,2.56,4.57,0.12,2.6,0.9,1.18,1.31,2.0,6.59,3.15,2.75,5,0,Poor
365,3.39,1.07,2.41,1.5,0.78,0.35,0.44,1.85,4.65,3.65,1.01,6,0,Average
366,4.38,1.33,2.89,1.7999999999999998,0.96,0.87,0.92,1.85,4.65,4.61,3.77,6,0,Average
367,2.98,3.13,1.33,2.5,1.61,0.38,1.52,1.69,2.56,2.3,1.74,5,0,Poor
368,8.43,2.2,3.8,4.9,1.33,0.17,0.94,2.75,2.25,3.31,4.06,6,0,Average
369,6.36,3.07,4.28,5.8,1.91,0.17,0.21,2.18,2.25,3.43,5.51,7,0,Average
370,6.36,2.47,3.01,3.7,1.15,0.62,0.94,2.54,4.19,5.0,4.35,6,0,Average
371,4.63,1.27,3.19,2.8000000000000003,1.08,0.17,0.28,1.75,3.72,5.11,5.8,7,0,Average
372,6.28,3.63,3.98,8.6,1.31,0.17,0.41,2.25,3.02,4.33,7.68,6,0,Average
373,3.72,2.27,2.29,2.9,1.41,0.8,1.24,2.08,4.57,2.7,4.06,6,0,Average
374,3.72,1.2,2.53,2.1,1.18,0.35,0.48,1.98,3.8,3.26,2.03,6,0,Average
375,8.18,2.23,4.1,3.5,1.26,0.56,0.85,2.75,2.64,3.26,2.9,6,0,Average
376,3.72,1.2,2.53,2.1,1.18,0.35,0.48,1.98,3.8,3.26,2.03,6,0,Average
377,3.72,1.2,2.53,2.1,1.18,0.35,0.48,1.98,3.8,3.26,2.03,6,0,Average
378,3.22,2.87,1.69,2.3000000000000003,1.3,0.76,1.11,2.1,5.43,2.92,1.74,5,0,Poor
379,2.98,3.67,0.42,2.8000000000000003,1.35,0.35,0.71,2.08,5.5,3.03,2.46,6,0,Average
380,3.31,3.07,1.57,2.1,1.31,0.76,0.97,2.12,5.35,2.92,1.74,6,0,Average
381,3.72,3.87,0.9,2.0,1.16,0.56,0.83,1.95,4.57,1.8,2.32,6,0,Average
382,3.31,2.53,1.57,2.0,1.31,0.76,1.08,2.12,5.5,2.92,1.74,6,0,Average
383,4.79,2.0,1.87,2.9,1.45,0.52,0.99,2.14,3.64,2.7,2.9,7,0,Average
384,1.49,5.13,0.3,1.2,0.6,0.38,1.89,1.02,6.51,3.37,7.1,8,0,Good
385,8.18,2.23,4.1,3.5,1.26,0.56,0.85,2.75,2.64,3.26,2.9,6,0,Average
386,4.71,1.93,3.13,2.1,1.21,0.17,0.46,2.1,3.57,1.63,2.17,5,0,Poor
387,3.8,3.9,3.67,2.1,1.71,0.42,2.05,1.91,3.41,1.8,1.59,5,0,Poor
388,7.36,3.47,3.92,2.6,0.9,0.17,0.44,2.43,2.4,1.97,2.75,5,0,Poor
389,6.78,1.93,4.58,5.5,0.95,0.21,0.74,2.56,3.88,2.13,7.25,7,0,Average
390,2.31,4.37,0.12,11.200000000000001,1.88,2.33,2.72,2.37,5.81,1.74,2.75,5,0,Poor
391,6.36,3.4,3.55,3.1,1.3,0.42,0.99,2.25,3.57,2.42,4.35,6,0,Average
392,6.36,3.4,3.55,3.1,1.3,0.42,0.99,2.25,3.57,2.42,4.35,6,0,Average
393,4.05,4.57,1.33,2.6,0.91,0.28,0.83,1.77,2.95,1.85,2.03,5,0,Poor
394,2.31,4.37,0.12,11.200000000000001,1.88,2.33,2.72,2.37,5.81,1.74,2.75,5,0,Poor
395,3.22,1.2,1.81,1.7000000000000002,0.83,0.66,0.74,1.5,4.42,1.4,4.06,6,0,Average
396,6.94,2.67,3.25,3.1,1.26,0.62,1.34,2.49,2.95,2.19,3.62,6,0,Average
397,6.28,3.47,2.95,3.2,1.26,0.31,0.81,2.37,3.33,2.3,3.62,6,0,Average
398,3.22,4.07,0.3,3.2,1.1,0.49,0.48,1.98,4.19,2.19,1.59,5,0,Poor
399,4.05,1.53,2.77,1.2,0.83,0.35,0.44,1.83,4.96,3.03,3.04,6,0,Average
400,4.96,2.4,2.83,2.9,0.9,0.28,0.51,2.12,4.03,2.42,4.06,6,0,Average
401,6.78,2.07,3.98,3.7,1.4,0.38,0.55,2.41,3.57,2.3,4.06,7,0,Average
402,5.45,1.73,3.49,4.8,2.74,0.17,0.23,1.91,3.64,2.7,4.78,6,0,Average
403,7.19,2.53,2.95,6.0,1.01,0.87,0.99,2.12,2.56,1.97,2.32,4,0,Poor
404,4.3,2.33,2.05,2.9,1.18,0.87,1.84,2.23,5.12,2.25,2.17,6,0,Average
405,4.38,2.47,2.11,2.8000000000000003,1.18,0.76,1.66,2.23,5.12,2.25,2.17,5,0,Poor
406,2.73,4.37,0.96,2.0,1.51,0.49,1.64,1.83,4.26,2.36,1.88,5,0,Poor
407,5.04,2.13,3.19,9.399999999999999,1.46,0.17,0.3,2.22,4.26,3.37,5.36,7,0,Average
408,4.13,2.93,2.05,3.2,1.3,0.8,2.67,2.14,4.19,2.19,2.17,5,0,Poor
409,3.97,4.3,1.45,9.200000000000001,1.79,1.04,2.95,2.75,4.65,4.78,1.88,5,0,Poor
410,5.62,2.67,3.86,2.5,1.69,0.17,0.32,1.91,4.19,2.47,5.36,6,0,Average
411,2.64,3.33,0.72,2.0,1.36,1.15,2.72,1.64,5.58,1.46,3.62,5,0,Poor
412,6.69,2.0,3.07,2.1,1.86,0.21,0.32,2.41,4.03,3.03,3.48,6,0,Average
413,2.48,4.6,0.0,1.7999999999999998,0.95,1.15,1.06,2.02,6.98,2.58,2.75,5,0,Poor
414,4.71,3.2,1.99,2.8000000000000003,1.33,1.18,1.41,1.95,4.34,2.87,5.51,7,0,Average
415,2.31,5.07,0.18,2.6,0.83,1.08,0.97,1.56,6.2,1.91,6.23,7,0,Average
416,3.22,5.87,1.2,2.1,0.63,0.49,1.24,1.62,4.96,1.24,4.2,5,0,Poor
417,5.54,1.07,2.83,2.3000000000000003,0.95,0.17,0.41,2.06,3.33,3.82,4.35,7,0,Average
418,3.22,5.87,1.2,2.1,0.63,0.49,1.24,1.62,4.96,1.24,4.2,5,0,Poor
419,2.31,5.07,0.18,2.6,0.83,1.08,0.97,1.56,6.2,1.91,6.23,7,0,Average
420,2.15,3.93,0.48,2.3000000000000003,0.6,0.62,0.97,1.5,5.97,1.52,4.93,6,0,Average
421,4.71,4.67,1.33,2.0,1.13,0.17,0.6,2.25,4.19,1.91,3.77,6,0,Average
422,4.38,2.93,1.99,1.1,1.01,0.28,0.55,2.06,4.03,2.13,1.88,5,0,Poor
423,7.44,5.07,3.8,2.8000000000000003,1.31,0.42,0.67,2.43,2.95,2.13,3.48,6,0,Average
424,5.54,1.07,2.83,2.3000000000000003,0.95,0.17,0.41,2.06,3.33,3.82,4.35,7,0,Average
425,3.31,3.13,2.11,2.5,1.08,0.69,1.38,1.98,4.11,1.91,1.74,5,0,Poor
426,6.69,1.93,4.16,2.6,1.15,0.38,0.41,1.68,2.17,2.42,6.96,6,0,Average
427,7.02,2.07,3.8,2.6,1.36,0.17,0.28,2.56,3.41,1.52,2.17,5,0,Poor
428,5.45,2.2,3.31,4.0,1.11,0.73,1.11,2.41,3.33,3.76,2.75,6,0,Average
429,7.02,2.07,3.8,2.6,1.36,0.17,0.28,2.56,3.41,1.52,2.17,5,0,Poor
430,3.47,3.93,1.81,2.1,0.85,1.28,1.29,1.68,4.19,1.91,3.19,6,0,Average
431,6.03,2.47,4.4,4.0,0.95,0.17,0.37,2.22,3.49,2.47,4.64,6,0,Average
432,5.45,2.2,3.31,4.0,1.11,0.73,1.11,2.41,3.33,3.76,2.75,6,0,Average
433,2.64,3.6,1.08,1.4000000000000001,0.88,0.21,1.01,1.54,2.79,2.13,1.88,5,0,Poor
434,7.27,1.53,4.34,2.5,1.05,0.17,0.53,2.23,1.24,3.37,2.61,8,0,Good
435,6.69,2.13,3.92,2.4,0.98,0.21,0.48,2.25,2.64,2.58,4.78,6,0,Average
436,9.75,4.03,4.58,4.8,1.51,0.17,0.85,3.1,1.78,2.58,4.64,7,0,Average
437,5.12,2.4,2.95,3.2,1.13,0.35,0.3,1.77,3.95,2.3,5.22,7,0,Average
438,1.24,3.27,0.06,1.7000000000000002,0.75,0.14,0.48,1.21,6.59,3.48,6.52,7,0,Average
439,4.71,4.37,0.6,2.3000000000000003,1.16,0.17,0.58,2.22,3.95,1.91,3.04,6,0,Average
440,7.19,2.0,3.61,3.1,1.2,1.04,1.52,2.41,2.95,2.87,3.62,5,0,Poor
441,4.55,2.67,1.75,2.3000000000000003,1.96,0.17,0.23,1.87,3.88,2.81,4.64,5,0,Poor
442,3.97,3.0,1.33,2.1,1.51,0.21,0.48,1.85,3.72,1.91,3.19,6,0,Average
443,6.69,2.07,4.16,3.4000000000000004,1.43,0.56,0.67,2.37,2.95,2.19,4.06,6,0,Average
444,6.69,2.07,4.16,3.4000000000000004,1.43,0.56,0.67,2.37,2.95,2.19,4.06,6,0,Average
445,3.8,1.93,3.19,1.7999999999999998,6.71,0.28,0.46,2.08,2.64,4.72,1.59,6,0,Average
446,2.48,3.2,0.18,1.7000000000000002,1.25,0.59,0.67,1.87,5.58,2.3,2.9,6,0,Average
447,5.45,1.67,3.8,3.4000000000000004,1.25,0.14,0.37,2.45,4.19,2.92,4.64,7,0,Average
448,2.64,1.0,2.41,1.5,0.9,0.69,1.41,1.56,6.05,2.3,4.49,5,0,Poor
449,6.2,3.6,4.04,7.1,1.28,0.17,0.3,2.25,3.88,2.64,7.83,8,0,Good
450,4.21,3.4,2.35,2.6,1.43,0.14,0.37,2.22,5.04,2.02,3.33,5,0,Poor
451,4.46,3.67,1.27,3.2,1.46,0.97,1.36,2.25,4.34,2.02,2.32,5,0,Poor
452,5.45,1.67,3.8,3.4000000000000004,1.25,0.14,0.37,2.45,4.19,2.92,4.64,7,0,Average
453,6.45,3.33,3.98,2.5,1.08,0.31,0.94,2.64,4.11,1.97,1.45,3,0,Poor
454,4.46,2.33,3.13,2.6,1.23,0.45,0.39,2.02,4.88,2.19,4.78,6,0,Average
455,3.72,3.57,1.33,3.1,1.3,0.17,0.3,2.14,4.19,2.19,1.88,5,0,Poor
456,5.95,1.2,4.1,3.0,1.26,0.31,0.44,1.91,3.57,2.19,5.51,5,0,Poor
457,3.55,3.87,4.22,2.5,1.48,0.83,2.83,1.95,2.79,1.74,1.45,5,0,Poor
458,6.36,1.57,3.25,2.3000000000000003,1.25,0.14,0.21,2.23,2.02,2.7,1.74,6,0,Average
459,5.12,1.4,2.41,3.5,1.48,0.31,0.46,2.6,5.89,3.88,2.46,5,0,Poor
460,5.37,2.8,2.53,2.1,1.0,0.69,1.04,2.14,3.41,2.81,5.07,6,0,Average
461,4.13,2.53,2.71,3.1,0.93,0.21,0.28,1.46,4.65,3.2,8.7,6,0,Average
462,6.28,1.87,4.16,2.3000000000000003,1.35,0.17,0.35,2.49,3.49,2.25,1.74,6,0,Average
463,4.05,4.93,0.12,0.8999999999999999,1.01,1.22,0.97,1.56,3.72,2.02,2.61,5,0,Poor
464,7.6,1.6,3.92,3.1,1.4,0.49,0.94,2.41,2.56,2.19,3.77,5,0,Poor
465,4.79,3.07,2.53,2.8000000000000003,1.2,0.83,1.06,1.91,3.72,2.75,4.93,6,0,Average
466,7.19,1.93,3.31,3.1,1.23,0.83,1.43,2.39,3.33,3.37,3.48,6,0,Average
467,5.04,1.8,3.31,2.3000000000000003,0.88,0.14,0.18,1.93,4.19,3.2,3.77,5,0,Poor
468,5.54,1.33,3.07,1.7000000000000002,1.18,0.31,0.41,2.14,3.72,3.76,2.03,6,0,Average
469,4.79,4.0,1.45,2.5,1.3,0.14,0.51,2.25,3.26,2.13,3.19,5,0,Poor
470,4.55,1.27,2.47,2.1,1.36,0.17,0.23,2.1,4.34,2.7,2.46,5,0,Poor
471,5.45,1.07,2.95,1.7999999999999998,1.1,0.17,0.32,2.04,3.57,4.72,4.35,6,0,Average
472,4.79,4.0,1.45,2.5,1.3,0.14,0.51,2.25,3.26,2.13,3.19,5,0,Poor
473,4.63,4.03,0.66,3.2,1.13,0.17,0.58,2.18,3.64,2.7,3.04,6,0,Average
474,5.62,1.33,2.35,22.9,1.0,0.17,0.39,2.99,3.1,2.47,1.74,5,0,Poor
475,4.63,1.47,3.37,3.4000000000000004,1.18,0.17,0.25,1.79,3.33,3.93,5.36,8,0,Good
476,5.62,1.87,3.55,2.5,2.38,0.17,0.28,2.22,2.48,4.66,2.03,5,0,Poor
477,5.62,1.87,3.61,2.5,2.38,0.21,0.28,2.22,2.48,4.72,2.03,5,0,Poor
478,5.62,2.4,4.1,5.4,1.74,0.17,0.41,1.91,2.64,2.47,7.83,6,0,Average
479,5.29,3.93,2.35,2.0,0.75,0.17,0.25,2.02,3.49,1.4,2.9,5,0,Poor
480,5.29,3.93,2.35,2.0,0.75,0.17,0.25,2.02,3.49,1.4,2.9,5,0,Poor
481,5.29,3.77,2.17,1.7999999999999998,0.73,0.14,0.18,2.14,3.49,1.12,2.9,6,0,Average
482,6.45,1.6,3.31,3.4000000000000004,1.2,1.18,1.41,2.52,4.65,3.93,4.06,7,0,Average
483,4.55,2.07,2.41,3.1,1.06,0.31,0.46,2.18,4.81,2.98,3.19,6,0,Average
484,4.55,4.63,1.63,3.4000000000000004,1.15,0.8,1.15,2.18,4.57,2.53,3.77,6,0,Average
485,4.46,2.2,3.01,2.9,0.76,0.38,0.44,1.56,4.81,3.2,7.68,7,0,Average
486,4.21,2.13,3.07,3.1,0.71,0.42,0.48,1.52,4.65,3.82,7.83,7,0,Average
487,4.05,4.07,1.87,3.7,1.28,0.76,1.73,2.52,5.89,2.92,5.22,6,0,Average
488,2.23,2.07,1.39,11.799999999999999,0.7,0.94,1.96,1.56,5.58,1.85,5.94,6,0,Average
489,5.7,1.8,3.19,3.1,1.01,0.14,0.23,1.95,3.33,2.42,4.35,8,0,Good
490,3.31,2.93,1.51,2.0,1.2,0.45,0.74,2.18,5.5,2.42,1.45,6,0,Average
491,2.81,1.73,1.93,2.9,1.35,1.46,2.47,1.83,4.65,3.2,4.49,5,0,Poor
492,5.7,1.8,3.19,3.1,1.01,0.14,0.23,1.95,3.33,2.42,4.35,8,0,Good
493,4.05,4.07,1.87,3.7,1.28,0.76,1.73,2.52,5.89,2.92,5.22,6,0,Average
494,3.31,2.93,1.51,2.0,1.2,0.45,0.74,2.18,5.5,2.42,1.45,6,0,Average
495,5.45,2.4,4.4,9.1,1.08,1.28,1.61,2.29,3.49,3.54,5.8,7,0,Average
496,5.45,2.4,4.4,9.1,1.08,1.28,1.61,2.29,3.49,3.54,5.8,7,0,Average
497,5.54,1.2,2.83,2.0,1.15,0.17,0.41,2.02,3.57,4.61,4.2,7,0,Average
498,5.54,1.07,2.53,1.7999999999999998,1.13,0.17,0.37,2.02,3.8,4.66,4.06,7,0,Average
499,5.29,2.73,3.8,3.5,1.05,0.31,0.46,1.87,3.41,3.15,6.52,7,0,Average
500,5.45,1.07,2.77,1.7999999999999998,1.1,0.17,0.35,2.02,4.11,4.49,4.06,7,0,Average
501,6.12,3.93,3.31,2.6,1.25,0.17,0.16,2.49,3.49,2.75,2.17,6,0,Average
502,5.12,3.4,1.87,2.5,1.35,0.87,1.29,2.37,3.57,2.3,3.19,6,0,Average
